neighbourhood_group,latitude,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
1.0,40.57804,-74.01024,0.0,1.0,3.0,0.0
1.0,40.64759,-73.99812,1.0,2.0,1.0,0.0
2.0,40.75511,-73.96825,1.0,1.0,1.0,0.0
1.0,40.67052,-73.93444,0.0,3.0,3.0,97.0
3.0,40.77036,-73.92191,0.0,3.0,1.0,0.0
2.0,40.80193,-73.96703,1.0,4.0,1.0,15.0
0.0,40.82696,-73.81927,1.0,4.0,4.0,37.0
1.0,40.68561,-73.95431,0.0,30.0,1.0,220.0
1.0,40.68671,-73.93044,1.0,7.0,1.0,61.0
2.0,40.82077,-73.94568,1.0,2.0,3.0,77.0
1.0,40.69243,-73.90741,0.0,2.0,1.0,35.0
3.0,40.71811,-73.83368,1.0,4.0,1.0,35.0
1.0,40.67755,-73.91598,1.0,30.0,5.0,221.0
2.0,40.72683,-73.99328,0.0,3.0,1.0,0.0
2.0,40.71346,-73.99592,1.0,1.0,1.0,0.0
1.0,40.68549,-73.93268,0.0,3.0,1.0,105.0
1.0,40.71055,-73.95017,0.0,7.0,1.0,0.0
3.0,40.76025,-73.8221,0.0,30.0,15.0,291.0
1.0,40.68615,-73.96018,0.0,29.0,1.0,9.0
1.0,40.6832,-73.98736,1.0,2.0,1.0,0.0
2.0,40.78196,-73.97764,1.0,1.0,1.0,0.0
2.0,40.73983,-73.9988,0.0,1.0,1.0,175.0
2.0,40.75732,-73.98142,0.0,3.0,3.0,89.0
2.0,40.81051,-73.94014,1.0,1.0,3.0,253.0
1.0,40.69676,-73.93959,2.0,30.0,10.0,327.0
2.0,40.72575,-73.98236,0.0,3.0,1.0,61.0
1.0,40.68255,-73.96124,0.0,4.0,2.0,31.0
1.0,40.69049,-73.96842,0.0,3.0,1.0,2.0
2.0,40.73593,-74.00438,0.0,3.0,1.0,10.0
1.0,40.67017,-73.99029,1.0,1.0,1.0,0.0
1.0,40.65164,-73.95533,0.0,4.0,1.0,0.0
1.0,40.71084,-73.94861,0.0,2.0,2.0,106.0
1.0,40.69725,-73.94908,0.0,1.0,4.0,165.0
1.0,40.67682,-73.91597,1.0,3.0,6.0,364.0
3.0,40.75832,-73.91448,1.0,15.0,2.0,31.0
2.0,40.73677,-73.98084,0.0,30.0,4.0,0.0
2.0,40.7921,-73.97918,0.0,21.0,2.0,176.0
2.0,40.86268,-73.9238,0.0,2.0,1.0,283.0
1.0,40.68576,-73.91719,0.0,1.0,1.0,28.0
3.0,40.74705,-73.90792,0.0,4.0,2.0,283.0
2.0,40.76583,-73.98669,1.0,1.0,5.0,170.0
2.0,40.78657,-73.97161,0.0,30.0,1.0,213.0
1.0,40.71766,-73.95634,0.0,3.0,1.0,190.0
2.0,40.82399,-73.94382,1.0,1.0,1.0,0.0
1.0,40.68625,-73.93003,1.0,1.0,1.0,0.0
2.0,40.79347,-73.95029,1.0,1.0,1.0,36.0
3.0,40.70557,-73.90713,1.0,7.0,2.0,290.0
1.0,40.69102,-73.95132,1.0,3.0,3.0,88.0
2.0,40.72438,-73.98782,0.0,30.0,9.0,337.0
2.0,40.72906,-73.98006,1.0,3.0,1.0,0.0
2.0,40.72219,-73.98409,0.0,4.0,3.0,0.0
2.0,40.72321,-73.98327,1.0,2.0,1.0,0.0
1.0,40.68205,-73.92833,0.0,3.0,1.0,329.0
1.0,40.67731,-73.96402,0.0,3.0,1.0,28.0
2.0,40.81106,-73.94467,0.0,3.0,1.0,53.0
2.0,40.75514,-73.96773,1.0,60.0,1.0,327.0
1.0,40.73101,-73.95248,0.0,3.0,1.0,98.0
2.0,40.72112,-73.98493,1.0,5.0,2.0,0.0
3.0,40.70009,-73.90505,1.0,1.0,1.0,1.0
2.0,40.71329,-73.98787,1.0,4.0,2.0,168.0
2.0,40.72521,-73.97879,1.0,6.0,3.0,43.0
2.0,40.79839,-73.96804,0.0,90.0,2.0,90.0
2.0,40.74658,-73.97782,1.0,2.0,1.0,0.0
3.0,40.7701,-73.9297,0.0,2.0,1.0,0.0
1.0,40.68448,-73.96385,1.0,3.0,1.0,0.0
2.0,40.85502,-73.92763,0.0,5.0,1.0,286.0
2.0,40.74566,-73.99579,0.0,3.0,1.0,180.0
1.0,40.68392,-73.93123,0.0,4.0,1.0,0.0
2.0,40.72552,-74.00101,0.0,2.0,1.0,90.0
1.0,40.69997,-73.92083,0.0,2.0,1.0,291.0
1.0,40.69339,-73.90647,1.0,3.0,3.0,72.0
2.0,40.7929,-73.9391,1.0,2.0,3.0,0.0
1.0,40.69154,-73.93191,1.0,1.0,1.0,31.0
2.0,40.79668,-73.93379,1.0,2.0,4.0,48.0
2.0,40.76015,-73.99341,0.0,1.0,1.0,124.0
3.0,40.7488,-73.82191,1.0,3.0,1.0,90.0
1.0,40.63347,-74.02739,0.0,30.0,1.0,0.0
2.0,40.74433,-73.97769,1.0,2.0,1.0,256.0
2.0,40.72888,-73.98496,1.0,3.0,2.0,43.0
2.0,40.72336,-73.98079,0.0,28.0,2.0,211.0
2.0,40.76028,-73.99665,0.0,3.0,1.0,102.0
1.0,40.71603,-73.95665,1.0,2.0,1.0,102.0
1.0,40.70005,-73.91882,1.0,1.0,1.0,0.0
3.0,40.70005,-73.8952,0.0,1.0,1.0,0.0
3.0,40.73935,-73.92096,1.0,2.0,1.0,180.0
1.0,40.68084,-73.92804,0.0,3.0,3.0,209.0
1.0,40.68229,-73.94287,0.0,14.0,1.0,0.0
1.0,40.71841,-73.96389,1.0,5.0,2.0,212.0
1.0,40.67619,-73.94389,0.0,5.0,1.0,191.0
1.0,40.6737,-73.95669,1.0,3.0,2.0,0.0
1.0,40.66709,-73.9514,1.0,4.0,4.0,261.0
2.0,40.7461,-73.97628,0.0,1.0,1.0,0.0
2.0,40.84698,-73.93629,0.0,1.0,1.0,171.0
1.0,40.71512,-73.95093,1.0,1.0,1.0,0.0
2.0,40.84239,-73.93574,0.0,4.0,1.0,0.0
1.0,40.71693,-73.94477,0.0,1.0,1.0,0.0
1.0,40.64456,-73.97723,0.0,4.0,1.0,0.0
1.0,40.65763,-73.96029,1.0,2.0,2.0,296.0
2.0,40.73088,-74.00035,0.0,1.0,1.0,0.0
1.0,40.60903,-73.91846,0.0,1.0,1.0,360.0
1.0,40.68898,-73.94756,1.0,1.0,1.0,188.0
1.0,40.64575,-73.94654,1.0,15.0,1.0,46.0
1.0,40.69036,-73.91608,1.0,9.0,8.0,135.0
2.0,40.77598,-73.98917,0.0,3.0,1.0,6.0
1.0,40.71394,-73.94193,0.0,2.0,2.0,108.0
2.0,40.72192,-73.99418,1.0,3.0,2.0,363.0
1.0,40.6898,-73.92588,1.0,1.0,2.0,0.0
2.0,40.76002,-73.98958,1.0,1.0,3.0,132.0
2.0,40.74585,-73.98237,1.0,4.0,2.0,174.0
2.0,40.72697,-73.98072,0.0,4.0,1.0,343.0
1.0,40.69891,-73.98423,0.0,4.0,1.0,0.0
2.0,40.80498,-73.9664,1.0,1.0,2.0,17.0
2.0,40.74393,-74.00444,0.0,3.0,1.0,0.0
1.0,40.69608,-73.91973,1.0,2.0,1.0,0.0
2.0,40.7632,-73.98875,1.0,2.0,1.0,70.0
1.0,40.68571,-73.95792,0.0,3.0,2.0,365.0
2.0,40.80497,-73.94952,1.0,1.0,1.0,297.0
1.0,40.68092,-73.90777,1.0,1.0,6.0,138.0
2.0,40.71585,-73.99492,1.0,1.0,4.0,234.0
2.0,40.71912,-73.99776,1.0,2.0,1.0,213.0
2.0,40.73016,-74.00259,0.0,4.0,1.0,0.0
2.0,40.72321,-73.99532,0.0,3.0,1.0,0.0
1.0,40.71465,-73.95499,1.0,2.0,3.0,0.0
1.0,40.69394,-73.92972,1.0,3.0,1.0,0.0
2.0,40.73735,-73.97952,0.0,2.0,1.0,0.0
1.0,40.69658,-73.90773,1.0,14.0,1.0,0.0
1.0,40.72949,-73.95493,0.0,3.0,2.0,215.0
1.0,40.67267,-73.97871,1.0,1.0,1.0,0.0
2.0,40.76866,-73.9536,0.0,6.0,1.0,71.0
2.0,40.7444,-73.97284,0.0,30.0,65.0,364.0
2.0,40.74478,-73.98618,1.0,1.0,10.0,360.0
1.0,40.69025,-73.9559,0.0,4.0,3.0,205.0
1.0,40.70904,-73.95198,1.0,3.0,1.0,85.0
1.0,40.72463,-73.95227,1.0,5.0,1.0,0.0
3.0,40.71215,-73.85356,1.0,15.0,1.0,255.0
2.0,40.78025,-73.94802,1.0,2.0,1.0,145.0
2.0,40.79858,-73.97301,1.0,6.0,1.0,0.0
1.0,40.68656,-73.98842,0.0,4.0,1.0,70.0
1.0,40.64779,-73.93163,1.0,3.0,3.0,0.0
2.0,40.72925,-73.98005,0.0,2.0,1.0,0.0
2.0,40.74318,-73.99987,0.0,1.0,1.0,325.0
3.0,40.74626,-73.89727,1.0,5.0,2.0,0.0
3.0,40.67367,-73.78157,0.0,1.0,2.0,359.0
1.0,40.70628,-73.9379,0.0,1.0,1.0,171.0
1.0,40.71865,-73.96392,0.0,2.0,1.0,38.0
1.0,40.71214,-73.94992,0.0,3.0,2.0,128.0
2.0,40.74648,-73.99286,1.0,3.0,1.0,0.0
2.0,40.80754,-73.95151,1.0,2.0,4.0,1.0
1.0,40.66047,-73.93743,1.0,3.0,2.0,0.0
2.0,40.80086,-73.93979,0.0,5.0,1.0,46.0
1.0,40.69236,-73.93759,0.0,1.0,9.0,118.0
2.0,40.76105,-73.98638,0.0,30.0,121.0,363.0
1.0,40.62713,-73.95221,1.0,3.0,1.0,0.0
1.0,40.68795,-73.94173,1.0,1.0,1.0,0.0
1.0,40.6739,-73.93372,1.0,1.0,2.0,30.0
1.0,40.70081,-73.91805,0.0,2.0,1.0,364.0
2.0,40.7067,-74.00546,1.0,3.0,1.0,0.0
3.0,40.66204,-73.76597,1.0,1.0,2.0,355.0
2.0,40.73489,-74.00182,0.0,1.0,1.0,6.0
2.0,40.80055,-73.96876,1.0,2.0,1.0,0.0
1.0,40.68944,-73.9376,0.0,3.0,1.0,220.0
2.0,40.77316,-73.94495,0.0,2.0,1.0,0.0
1.0,40.60948,-73.95803,1.0,2.0,3.0,62.0
2.0,40.73637,-73.98107,0.0,2.0,1.0,0.0
0.0,40.83288,-73.91834,1.0,1.0,3.0,188.0
2.0,40.77962,-73.95069,0.0,1.0,1.0,0.0
2.0,40.83233,-73.94562,1.0,2.0,3.0,49.0
1.0,40.71273,-73.95749,0.0,1.0,1.0,0.0
2.0,40.81678,-73.93836,1.0,5.0,1.0,0.0
2.0,40.79279,-73.97131,1.0,1.0,3.0,98.0
2.0,40.72737,-73.97789,0.0,3.0,1.0,34.0
2.0,40.85564,-73.93066,1.0,1.0,2.0,297.0
2.0,40.80447,-73.95589,1.0,30.0,6.0,364.0
2.0,40.83903,-73.94588,0.0,2.0,1.0,321.0
2.0,40.80155,-73.96732,1.0,1.0,3.0,135.0
3.0,40.67189,-73.77769,0.0,2.0,1.0,123.0
1.0,40.6868,-73.96517,1.0,5.0,1.0,0.0
1.0,40.66042,-73.95915,1.0,18.0,1.0,0.0
1.0,40.694,-73.94355,2.0,2.0,4.0,192.0
2.0,40.7461,-74.00329,1.0,1.0,2.0,108.0
1.0,40.68094,-73.9462,0.0,30.0,6.0,220.0
4.0,40.64244,-74.08494,0.0,2.0,1.0,342.0
2.0,40.77318,-73.98836,0.0,3.0,1.0,13.0
2.0,40.79952,-73.93764,0.0,3.0,1.0,7.0
1.0,40.68411,-73.94494,0.0,2.0,1.0,0.0
2.0,40.72256,-73.9848,0.0,3.0,1.0,4.0
1.0,40.68548,-73.96288,1.0,4.0,2.0,0.0
1.0,40.71447,-73.95195,1.0,14.0,1.0,18.0
1.0,40.67051,-73.95851,0.0,2.0,1.0,0.0
1.0,40.70304,-73.91694,1.0,1.0,3.0,78.0
2.0,40.83558,-73.9404,1.0,2.0,1.0,30.0
1.0,40.68665,-73.93293,0.0,2.0,1.0,0.0
3.0,40.70639,-73.90058,1.0,2.0,1.0,0.0
1.0,40.6873,-73.966,0.0,10.0,1.0,0.0
1.0,40.70376,-73.91765,1.0,30.0,43.0,144.0
1.0,40.65101,-73.95517,1.0,3.0,1.0,365.0
1.0,40.72174,-73.94802,1.0,1.0,1.0,22.0
2.0,40.76371,-73.99306,0.0,3.0,1.0,0.0
2.0,40.72599,-74.00168,1.0,5.0,1.0,210.0
2.0,40.76791,-73.96509,0.0,3.0,1.0,139.0
2.0,40.74563,-73.99325,1.0,3.0,1.0,11.0
2.0,40.77661,-73.98228,0.0,4.0,1.0,0.0
2.0,40.8251,-73.94287,1.0,1.0,2.0,258.0
3.0,40.73997,-73.92655,2.0,3.0,12.0,345.0
2.0,40.73614,-74.00634,1.0,5.0,1.0,0.0
1.0,40.63125,-73.88925,0.0,1.0,1.0,172.0
2.0,40.7188,-73.99452,1.0,1.0,1.0,0.0
2.0,40.76547,-73.98216,0.0,30.0,121.0,189.0
2.0,40.70816,-74.0084,0.0,30.0,1.0,305.0
1.0,40.70893,-73.94662,0.0,2.0,1.0,0.0
1.0,40.66248,-73.92855,1.0,1.0,2.0,365.0
2.0,40.77138,-73.94809,0.0,14.0,1.0,4.0
4.0,40.62845,-74.12294,0.0,2.0,2.0,342.0
2.0,40.8019,-73.95924,1.0,1.0,3.0,86.0
2.0,40.72912,-73.98355,0.0,3.0,1.0,15.0
1.0,40.68587,-73.95221,1.0,3.0,1.0,9.0
1.0,40.68723,-73.97369,0.0,1.0,1.0,13.0
2.0,40.70764,-74.00077,1.0,6.0,1.0,0.0
3.0,40.65918,-73.83038,1.0,1.0,2.0,0.0
1.0,40.71675,-73.95614,0.0,3.0,1.0,0.0
2.0,40.80356,-73.95666,1.0,1.0,1.0,0.0
2.0,40.7676,-73.98609,1.0,5.0,1.0,331.0
1.0,40.68137,-73.91359,1.0,30.0,4.0,0.0
1.0,40.69435,-73.91852,1.0,2.0,1.0,0.0
1.0,40.58495,-73.93278,0.0,1.0,1.0,354.0
3.0,40.7505,-73.94381,0.0,1.0,1.0,148.0
3.0,40.69943,-73.81444,1.0,1.0,4.0,255.0
1.0,40.63543,-74.00701,2.0,1.0,7.0,365.0
1.0,40.713,-73.9653,0.0,4.0,1.0,50.0
3.0,40.70612,-73.9079,0.0,2.0,1.0,0.0
1.0,40.68015,-73.9355,0.0,2.0,1.0,0.0
2.0,40.70527,-74.00629,0.0,1.0,1.0,0.0
1.0,40.73812,-73.95649,0.0,3.0,1.0,0.0
3.0,40.7647,-73.93914,1.0,1.0,6.0,360.0
2.0,40.76686,-73.98198,0.0,30.0,121.0,345.0
1.0,40.66673,-73.96158,0.0,3.0,1.0,68.0
1.0,40.6788,-73.99559,0.0,4.0,1.0,327.0
0.0,40.81321,-73.90259,1.0,3.0,2.0,207.0
1.0,40.6898,-73.91835,0.0,3.0,3.0,170.0
2.0,40.78439,-73.97746,0.0,4.0,1.0,344.0
1.0,40.69888,-73.92081,1.0,14.0,1.0,0.0
1.0,40.71841,-73.95992,1.0,1.0,1.0,0.0
2.0,40.82341,-73.94444,1.0,30.0,8.0,282.0
0.0,40.88049,-73.8613,1.0,3.0,4.0,0.0
2.0,40.74817,-73.97595,1.0,2.0,1.0,112.0
1.0,40.71279,-73.9641,1.0,3.0,1.0,0.0
1.0,40.66097,-73.95615,0.0,2.0,1.0,21.0
1.0,40.67471,-73.88905,1.0,3.0,8.0,305.0
1.0,40.71966,-73.95428,0.0,2.0,1.0,0.0
2.0,40.72099,-73.97993,1.0,1.0,1.0,0.0
1.0,40.70383,-73.94295,1.0,2.0,1.0,1.0
2.0,40.79598,-73.96255,1.0,2.0,4.0,242.0
2.0,40.71651,-73.99053,0.0,3.0,1.0,0.0
2.0,40.73458,-74.00808,0.0,1.0,1.0,344.0
2.0,40.81717,-73.93918,0.0,2.0,1.0,0.0
2.0,40.7552,-73.9724,0.0,1.0,1.0,0.0
3.0,40.73697,-73.92478,0.0,3.0,4.0,305.0
1.0,40.69576,-73.94314,1.0,2.0,7.0,153.0
4.0,40.64524,-74.08088,1.0,2.0,1.0,312.0
1.0,40.70658,-73.96759,0.0,2.0,1.0,0.0
2.0,40.79312,-73.96595,0.0,88.0,1.0,220.0
3.0,40.70479,-73.76357,1.0,2.0,2.0,266.0
1.0,40.67516,-73.94813,1.0,3.0,2.0,0.0
2.0,40.83658,-73.94088,0.0,7.0,1.0,0.0
1.0,40.71293,-73.95321,0.0,7.0,1.0,0.0
1.0,40.65215,-73.9647,0.0,13.0,1.0,8.0
3.0,40.69945,-73.90771,1.0,3.0,1.0,68.0
2.0,40.74079,-73.98303,0.0,31.0,1.0,365.0
1.0,40.72291,-73.9487,0.0,2.0,2.0,211.0
1.0,40.68941,-73.98098,0.0,3.0,1.0,9.0
1.0,40.59147,-73.97566,1.0,1.0,1.0,0.0
0.0,40.8212,-73.92859,0.0,3.0,2.0,280.0
1.0,40.6965,-73.91036,1.0,5.0,2.0,261.0
2.0,40.7181,-73.98167,1.0,2.0,2.0,0.0
2.0,40.71958,-73.98741,0.0,30.0,1.0,152.0
1.0,40.71387,-73.94378,1.0,3.0,1.0,0.0
2.0,40.75863,-73.98812,1.0,1.0,1.0,102.0
2.0,40.75225,-73.97177,1.0,3.0,1.0,0.0
1.0,40.65559,-73.97797,1.0,30.0,1.0,126.0
1.0,40.72014,-73.95496,1.0,3.0,3.0,76.0
1.0,40.69201,-73.92364,1.0,9.0,1.0,0.0
3.0,40.70422,-73.90978,1.0,1.0,1.0,0.0
2.0,40.73556,-73.98913,0.0,2.0,1.0,33.0
1.0,40.71044,-73.9583,1.0,25.0,2.0,0.0
1.0,40.72021,-73.95949,0.0,2.0,1.0,0.0
3.0,40.69665,-73.85114,0.0,4.0,1.0,0.0
3.0,40.76011,-73.88833,0.0,2.0,1.0,341.0
1.0,40.68899,-73.92339,1.0,2.0,4.0,236.0
3.0,40.7641,-73.91879,1.0,2.0,1.0,0.0
1.0,40.63905,-73.89243,1.0,2.0,3.0,177.0
1.0,40.68623,-73.96755,0.0,30.0,1.0,0.0
2.0,40.76013,-73.99007,1.0,2.0,1.0,147.0
2.0,40.79829,-73.93601,1.0,3.0,3.0,95.0
1.0,40.70376,-73.92718,1.0,3.0,1.0,249.0
1.0,40.68541,-73.95298,0.0,3.0,1.0,155.0
2.0,40.83034,-73.94017,1.0,1.0,3.0,0.0
2.0,40.72754,-73.99025,1.0,30.0,1.0,18.0
2.0,40.82921,-73.93802,0.0,60.0,2.0,3.0
2.0,40.74116,-73.99523,0.0,1.0,1.0,0.0
1.0,40.63602,-73.93105,1.0,30.0,4.0,64.0
2.0,40.80858,-73.95132,1.0,10.0,1.0,213.0
2.0,40.80731,-73.96579,1.0,14.0,2.0,164.0
1.0,40.62467,-73.96406,0.0,2.0,1.0,0.0
1.0,40.65146,-73.93966,0.0,1.0,4.0,270.0
2.0,40.78829,-73.97053,0.0,6.0,1.0,0.0
2.0,40.74183,-73.99997,0.0,2.0,1.0,317.0
2.0,40.82485,-73.94537,0.0,7.0,1.0,0.0
2.0,40.7643,-73.9876,0.0,3.0,1.0,152.0
2.0,40.72384,-73.98791,0.0,2.0,2.0,314.0
1.0,40.67561,-73.88072,0.0,1.0,2.0,15.0
1.0,40.68732,-73.94058,1.0,2.0,2.0,0.0
3.0,40.74424,-73.90146,1.0,30.0,103.0,247.0
1.0,40.6403,-73.94959,1.0,3.0,1.0,364.0
2.0,40.78904,-73.97172,0.0,5.0,1.0,0.0
2.0,40.73047,-73.98576,0.0,4.0,1.0,0.0
3.0,40.67068,-73.76711,1.0,5.0,1.0,314.0
3.0,40.77193,-73.79966,1.0,30.0,3.0,296.0
0.0,40.84367,-73.84911,1.0,2.0,2.0,158.0
1.0,40.67147,-73.95181,1.0,2.0,1.0,0.0
3.0,40.76483,-73.94073,1.0,1.0,6.0,356.0
2.0,40.76084,-73.98367,0.0,30.0,5.0,171.0
2.0,40.7583,-73.99001,1.0,1.0,1.0,0.0
3.0,40.73759,-73.92127,1.0,30.0,103.0,251.0
1.0,40.68568,-73.95237,1.0,3.0,1.0,0.0
2.0,40.83355,-73.93839,0.0,180.0,19.0,331.0
2.0,40.74044,-73.98029,0.0,30.0,91.0,312.0
1.0,40.65057,-73.97858,0.0,7.0,1.0,196.0
2.0,40.70725,-74.01533,0.0,1.0,1.0,0.0
1.0,40.68001,-73.94883,1.0,2.0,1.0,0.0
2.0,40.72101,-74.00189,1.0,1.0,1.0,0.0
2.0,40.7241,-73.97899,0.0,7.0,2.0,125.0
2.0,40.82279,-73.95216,1.0,2.0,1.0,0.0
2.0,40.77331,-73.95459,0.0,7.0,1.0,31.0
1.0,40.68786,-74.00066,0.0,2.0,1.0,9.0
2.0,40.86494,-73.92672,0.0,4.0,2.0,316.0
2.0,40.7623,-73.99096,0.0,4.0,1.0,42.0
3.0,40.76818,-73.92613,1.0,1.0,1.0,319.0
1.0,40.71304,-73.9482,0.0,2.0,2.0,31.0
2.0,40.76412,-73.99173,0.0,5.0,1.0,19.0
3.0,40.76143,-73.76937,0.0,4.0,1.0,215.0
3.0,40.74409,-73.91122,1.0,2.0,2.0,306.0
1.0,40.68099,-73.97446,0.0,5.0,1.0,0.0
2.0,40.76488,-73.98597,0.0,14.0,1.0,34.0
1.0,40.66993,-73.98137,1.0,3.0,1.0,6.0
2.0,40.78571,-73.97649,1.0,1.0,2.0,0.0
2.0,40.70592,-74.00928,1.0,3.0,1.0,0.0
2.0,40.79068,-73.94944,0.0,2.0,1.0,0.0
2.0,40.82295,-73.95066,0.0,5.0,1.0,0.0
2.0,40.74798,-74.00314,0.0,1.0,1.0,0.0
2.0,40.72692,-73.99948,0.0,30.0,1.0,332.0
2.0,40.7311,-73.99913,0.0,30.0,1.0,259.0
1.0,40.71651,-73.95623,0.0,2.0,1.0,93.0
3.0,40.75606,-73.87787,1.0,1.0,2.0,350.0
1.0,40.68793,-73.95246,1.0,30.0,43.0,365.0
2.0,40.79861,-73.94116,2.0,2.0,9.0,3.0
1.0,40.69237,-73.93446,1.0,1.0,3.0,0.0
2.0,40.7449,-73.97656,0.0,30.0,52.0,311.0
2.0,40.73492,-73.98079,0.0,30.0,2.0,88.0
2.0,40.80801,-73.93854,1.0,2.0,1.0,0.0
2.0,40.7817,-73.94731,1.0,2.0,1.0,0.0
2.0,40.73557,-73.98589,0.0,14.0,1.0,0.0
3.0,40.755,-73.82333,0.0,1.0,1.0,0.0
1.0,40.71858,-73.96283,0.0,1.0,1.0,173.0
0.0,40.85444,-73.88462,1.0,3.0,2.0,361.0
2.0,40.7774,-73.96066,0.0,1.0,1.0,0.0
0.0,40.80994,-73.93061,2.0,1.0,7.0,89.0
1.0,40.70435,-73.91646,1.0,1.0,1.0,0.0
3.0,40.70419,-73.75116,1.0,3.0,1.0,350.0
2.0,40.76952,-73.98957,0.0,3.0,1.0,0.0
1.0,40.60059,-73.98818,2.0,3.0,4.0,50.0
2.0,40.76539,-73.98348,0.0,30.0,121.0,345.0
1.0,40.69677,-73.91404,0.0,7.0,1.0,61.0
2.0,40.71895,-73.99434,0.0,1.0,3.0,361.0
2.0,40.71756,-74.01659,0.0,7.0,1.0,12.0
1.0,40.72559,-73.95384,0.0,5.0,1.0,0.0
2.0,40.79056,-73.9468,0.0,2.0,1.0,268.0
1.0,40.67437,-73.96177,0.0,6.0,1.0,156.0
2.0,40.72028,-73.98182,1.0,3.0,1.0,0.0
1.0,40.69375,-73.92496,1.0,2.0,2.0,90.0
1.0,40.71564,-73.95821,1.0,2.0,1.0,0.0
2.0,40.77886,-73.98042,0.0,2.0,1.0,14.0
1.0,40.69176,-73.94765,1.0,2.0,1.0,0.0
2.0,40.79738,-73.96332,1.0,1.0,1.0,198.0
2.0,40.75228,-73.97337,1.0,5.0,1.0,0.0
2.0,40.76372,-73.98081,0.0,7.0,1.0,0.0
2.0,40.77483,-73.98973,0.0,30.0,25.0,0.0
2.0,40.727,-73.99767,1.0,3.0,3.0,20.0
2.0,40.80121,-73.96277,0.0,10.0,1.0,4.0
1.0,40.63371,-74.00717,1.0,1.0,7.0,180.0
2.0,40.74045,-74.00047,1.0,3.0,1.0,37.0
2.0,40.79485,-73.96243,1.0,28.0,3.0,337.0
1.0,40.69112,-73.96059,1.0,7.0,1.0,0.0
2.0,40.7868,-73.94269,1.0,1.0,2.0,76.0
2.0,40.78263,-73.97415,0.0,2.0,1.0,0.0
1.0,40.69128,-73.92078,1.0,4.0,1.0,6.0
2.0,40.72576,-73.98582,0.0,4.0,1.0,198.0
1.0,40.68608,-73.92347,0.0,5.0,2.0,0.0
1.0,40.6681,-73.98319,1.0,3.0,2.0,300.0
2.0,40.76615,-73.98408,1.0,15.0,1.0,0.0
1.0,40.67723,-73.95133,0.0,4.0,1.0,4.0
1.0,40.64769,-73.97435,1.0,1.0,3.0,222.0
2.0,40.72079,-73.98965,1.0,1.0,1.0,19.0
1.0,40.69117,-73.95233,1.0,5.0,2.0,0.0
1.0,40.67941,-73.9193,1.0,2.0,1.0,0.0
1.0,40.69316,-73.96773,1.0,1.0,1.0,179.0
1.0,40.72329,-73.93758,0.0,1.0,1.0,365.0
0.0,40.86958,-73.84872,1.0,2.0,4.0,90.0
1.0,40.6844,-73.98669,0.0,3.0,1.0,0.0
1.0,40.70432,-73.91897,1.0,5.0,1.0,177.0
2.0,40.76102,-73.98874,0.0,5.0,1.0,118.0
3.0,40.77073,-73.93229,1.0,5.0,3.0,162.0
3.0,40.6743,-73.78471,1.0,1.0,1.0,67.0
2.0,40.82784,-73.93704,0.0,3.0,1.0,9.0
4.0,40.59623,-74.0839,1.0,4.0,8.0,290.0
1.0,40.65429,-73.94917,1.0,1.0,1.0,0.0
1.0,40.69459,-73.95561,1.0,2.0,34.0,330.0
2.0,40.78936,-73.94918,1.0,30.0,1.0,92.0
1.0,40.68017,-73.95182,0.0,1.0,1.0,185.0
1.0,40.68498,-73.97856,1.0,1.0,4.0,4.0
3.0,40.69626,-73.8488,1.0,5.0,6.0,238.0
1.0,40.71923,-73.94258,0.0,1.0,1.0,192.0
1.0,40.68963,-73.95138,0.0,3.0,1.0,110.0
4.0,40.58647,-74.15954,0.0,2.0,1.0,4.0
1.0,40.71548,-73.96236,0.0,3.0,1.0,12.0
1.0,40.70827,-73.94133,1.0,1.0,1.0,0.0
1.0,40.61842,-73.97111,0.0,35.0,1.0,0.0
2.0,40.73294,-73.98282,0.0,5.0,1.0,0.0
1.0,40.65168,-74.00178,0.0,7.0,1.0,0.0
1.0,40.70885,-73.95349,1.0,1.0,1.0,0.0
3.0,40.74513,-73.83139,1.0,1.0,8.0,76.0
2.0,40.82584,-73.95024,1.0,1.0,2.0,89.0
2.0,40.80386,-73.93618,1.0,1.0,3.0,178.0
1.0,40.69952,-73.92616,0.0,6.0,1.0,0.0
3.0,40.75334,-73.93631,0.0,1.0,10.0,357.0
3.0,40.58822,-73.81299,0.0,1.0,1.0,292.0
1.0,40.63348,-74.03088,0.0,2.0,1.0,46.0
1.0,40.71515,-73.93706,0.0,3.0,1.0,0.0
2.0,40.79533,-73.94764,1.0,2.0,1.0,38.0
1.0,40.64303,-74.014,1.0,1.0,3.0,155.0
2.0,40.78084,-73.94735,0.0,3.0,1.0,30.0
1.0,40.7138,-73.96043,1.0,13.0,1.0,145.0
1.0,40.64674,-74.01043,0.0,30.0,1.0,161.0
2.0,40.7383,-74.00131,0.0,2.0,1.0,0.0
1.0,40.68309,-73.92909,0.0,3.0,1.0,132.0
1.0,40.60557,-73.99799,0.0,2.0,2.0,128.0
1.0,40.682,-73.95681,0.0,2.0,3.0,4.0
2.0,40.75623,-73.98356,1.0,1.0,9.0,311.0
1.0,40.69558,-73.94697,1.0,30.0,3.0,365.0
2.0,40.8159,-73.9396,1.0,1.0,9.0,260.0
3.0,40.58626,-73.81465,0.0,4.0,1.0,0.0
